transactionId,amount,currency,merchantCountry,issuerCountry,region,cardType,cardBrand,cardPresence,channel,paymentChannel,mcc,threeDS,eci,authDate,clearingDate,clearingDelayDays,category,condition,feeRate,feeAmount,suggestionType,expectedImpact,difficulty,historicalSuccessRate,label_actualSavings,label_successfulRecommendation
T-297,538,EUR,IT,FR,EU,Credit,VISA,card_not_present,MOTO,MOTO,5732,False,07,2026-05-13T10:00:00,2026-05-14T10:00:00,1,Ecom Non-Secure Credit,MCC classification,0.0185,9.953,FIX_MCC,1.6407,LOW,0.87,1.6407,0
T-298,1675,EUR,IT,ES,EEA,Credit,MASTERCARD,card_present,POS,POS,5732,False,07,2026-05-07T10:00:00,2026-05-07T10:00:00,0,Standard Credit,3DS authentication,0.002,3.35,ENABLE_3DS,11.4822,HIGH,0.35,11.4822,1
T-299,1729,RON,ES,FR,EU,Credit,MASTERCARD,card_present,POS,POS,5732,False,07,2026-05-03T10:00:00,2026-05-06T10:00:00,3,Ecom Non-Secure Credit,MCC classification,0.025,43.225,FIX_MCC,2.0439,HIGH,0.36,2.0439,1
T-300,1912,RON,ES,FR,EEA,Commercial,VISA,card_present,POS,POS,5732,False,07,2026-05-07T10:00:00,2026-05-08T10:00:00,1,Ecom Non-Secure Credit,MCC classification,0.0185,35.372,FIX_MCC,5.6798,HIGH,0.56,5.6798,0
T-301,2784,EUR,IT,IT,EEA,Debit,VISA,card_not_present,eCommerce,eCommerce,5411,False,07,2026-05-18T10:00:00,2026-05-22T10:00:00,4,Standard Credit,MCC classification,0.015,41.76,FIX_MCC,10.5808,HIGH,0.47,10.5808,1
T-302,3726,EUR,RO,FR,EU,Debit,MASTERCARD,card_present,POS,POS,5732,True,05,2026-05-01T10:00:00,2026-05-06T10:00:00,5,Standard Credit,clearing time,0.002,7.452,OPTIMIZE_CLEARING,18.4395,MEDIUM,0.9,18.4395,0
T-303,4208,RON,FR,FR,EU,Debit,MASTERCARD,card_not_present,MOTO,MOTO,5411,True,05,2026-05-19T10:00:00,2026-05-20T10:00:00,1,Ecom Non-Secure Credit,MCC classification,0.002,8.416,FIX_MCC,4.6844,HIGH,0.56,4.6844,1
T-304,1801,RON,ES,IT,EU,Credit,MASTERCARD,card_not_present,eCommerce,eCommerce,5411,False,07,2026-05-11T10:00:00,2026-05-18T10:00:00,7,Ecom Secure Preferred Credit,MCC classification,0.015,27.015,FIX_MCC,2.7352,MEDIUM,0.9,2.7352,0
T-305,1007,EUR,RO,FR,EU,Prepaid,VISA,card_not_present,MOTO,MOTO,5411,False,07,2026-05-21T10:00:00,2026-05-28T10:00:00,7,Standard Credit,3DS authentication,0.0185,18.6295,ENABLE_3DS,8.7038,HIGH,0.44,8.7038,1
T-306,433,EUR,FR,IT,EU,Debit,MASTERCARD,card_not_present,MOTO,MOTO,5732,True,05,2026-05-13T10:00:00,2026-05-16T10:00:00,3,Ecom Secure Preferred Credit,MCC classification,0.0185,8.0105,FIX_MCC,1.1803,HIGH,0.78,1.1803,0
T-307,4510,EUR,ES,DE,EEA,Commercial,VISA,card_present,POS,POS,5812,True,05,2026-05-03T10:00:00,2026-05-06T10:00:00,3,Standard Credit,clearing time,0.0185,83.435,OPTIMIZE_CLEARING,14.8987,HIGH,0.64,14.8987,0
T-308,2005,RON,RO,IT,EEA,Prepaid,MASTERCARD,card_present,POS,POS,5732,False,07,2026-05-14T10:00:00,2026-05-16T10:00:00,2,Ecom Secure Preferred Credit,3DS authentication,0.025,50.125,ENABLE_3DS,17.2845,MEDIUM,0.69,17.2845,1
T-309,218,RON,DE,FR,EU,Credit,VISA,card_not_present,eCommerce,eCommerce,5812,True,05,2026-05-12T10:00:00,2026-05-16T10:00:00,4,Ecom Non-Secure Credit,clearing time,0.015,3.27,OPTIMIZE_CLEARING,0.8436,LOW,0.92,0.8436,1
T-310,1229,EUR,DE,ES,EU,Debit,MASTERCARD,card_not_present,eCommerce,eCommerce,5812,True,05,2026-05-11T10:00:00,2026-05-16T10:00:00,5,Ecom Secure Preferred Credit,clearing time,0.002,2.458,OPTIMIZE_CLEARING,3.583,HIGH,0.77,3.583,1
T-311,1177,RON,RO,FR,EU,Prepaid,VISA,card_not_present,MOTO,MOTO,5411,False,07,2026-05-01T10:00:00,2026-05-04T10:00:00,3,Standard Credit,MCC classification,0.0185,21.7745,FIX_MCC,4.3762,LOW,0.34,4.3762,0
T-312,2242,EUR,ES,RO,EEA,Commercial,VISA,card_not_present,MOTO,MOTO,5732,True,05,2026-05-12T10:00:00,2026-05-19T10:00:00,7,Ecom Non-Secure Credit,MCC classification,0.002,4.484,FIX_MCC,2.3703,HIGH,0.93,2.3703,1
T-313,4613,RON,RO,FR,EEA,Prepaid,MASTERCARD,card_not_present,eCommerce,eCommerce,5732,False,07,2026-05-02T10:00:00,2026-05-03T10:00:00,1,Standard Credit,MCC classification,0.0185,85.3405,FIX_MCC,8.8329,MEDIUM,0.83,8.8329,1
T-314,2130,RON,IT,ES,EU,Commercial,VISA,card_not_present,eCommerce,eCommerce,5812,True,05,2026-05-18T10:00:00,2026-05-20T10:00:00,2,Ecom Non-Secure Credit,clearing time,0.003,6.39,OPTIMIZE_CLEARING,5.2294,MEDIUM,0.93,5.2294,1
T-315,4979,EUR,ES,DE,EEA,Debit,VISA,card_present,POS,POS,5411,True,05,2026-05-18T10:00:00,2026-05-19T10:00:00,1,Ecom Non-Secure Credit,clearing time,0.003,14.937,OPTIMIZE_CLEARING,19.704,HIGH,0.65,19.704,0
T-316,989,EUR,IT,FR,EEA,Prepaid,VISA,card_present,POS,POS,5732,False,07,2026-05-05T10:00:00,2026-05-10T10:00:00,5,Ecom Non-Secure Credit,3DS authentication,0.002,1.978,ENABLE_3DS,7.7411,LOW,0.42,7.7411,1
T-317,2206,RON,IT,DE,EEA,Prepaid,VISA,card_not_present,MOTO,MOTO,5411,False,07,2026-05-20T10:00:00,2026-05-21T10:00:00,1,Ecom Secure Preferred Credit,MCC classification,0.0185,40.811,FIX_MCC,3.7426,MEDIUM,0.39,3.7426,0
T-318,1603,EUR,DE,DE,EU,Credit,VISA,card_not_present,eCommerce,eCommerce,5411,False,07,2026-05-14T10:00:00,2026-05-21T10:00:00,7,Standard Credit,3DS authentication,0.002,3.206,ENABLE_3DS,13.8294,MEDIUM,0.75,13.8294,1
T-319,3768,EUR,FR,IT,EU,Credit,MASTERCARD,card_present,POS,POS,5411,False,07,2026-05-13T10:00:00,2026-05-20T10:00:00,7,Ecom Non-Secure Credit,3DS authentication,0.002,7.536,ENABLE_3DS,26.5254,LOW,0.64,26.5254,1
T-320,3260,EUR,IT,IT,EEA,Prepaid,MASTERCARD,card_not_present,eCommerce,eCommerce,5732,True,05,2026-05-18T10:00:00,2026-05-21T10:00:00,3,Ecom Secure Preferred Credit,MCC classification,0.0185,60.31,FIX_MCC,10.7433,MEDIUM,0.7,10.7433,0
T-321,466,RON,IT,IT,EEA,Commercial,VISA,card_not_present,MOTO,MOTO,5732,True,05,2026-05-05T10:00:00,2026-05-08T10:00:00,3,Ecom Secure Preferred Credit,MCC classification,0.025,11.65,FIX_MCC,1.0975,HIGH,0.88,1.0975,0
T-322,1674,RON,RO,IT,EEA,Credit,MASTERCARD,card_not_present,eCommerce,eCommerce,5812,True,05,2026-05-09T10:00:00,2026-05-11T10:00:00,2,Standard Credit,clearing time,0.025,41.85,OPTIMIZE_CLEARING,6.6052,HIGH,0.92,6.6052,0
T-323,3122,RON,DE,RO,EEA,Prepaid,MASTERCARD,card_present,POS,POS,5812,True,05,2026-05-02T10:00:00,2026-05-09T10:00:00,7,Ecom Secure Preferred Credit,MCC classification,0.003,9.366,FIX_MCC,11.6662,MEDIUM,0.71,11.6662,0
T-324,983,EUR,IT,ES,EU,Commercial,VISA,card_not_present,eCommerce,eCommerce,5732,False,07,2026-05-01T10:00:00,2026-05-05T10:00:00,4,Standard Credit,3DS authentication,0.0125,12.2875,ENABLE_3DS,3.992,HIGH,0.61,3.992,1
T-325,3379,RON,DE,DE,EU,Prepaid,VISA,card_not_present,eCommerce,eCommerce,5732,True,05,2026-05-20T10:00:00,2026-05-24T10:00:00,4,Ecom Non-Secure Credit,clearing time,0.002,6.758,OPTIMIZE_CLEARING,9.2387,HIGH,0.68,9.2387,1
T-326,4962,EUR,ES,ES,EU,Commercial,MASTERCARD,card_present,POS,POS,5732,True,05,2026-05-03T10:00:00,2026-05-03T10:00:00,0,Ecom Non-Secure Credit,clearing time,0.002,9.924,OPTIMIZE_CLEARING,16.1308,MEDIUM,0.51,16.1308,0
T-327,3124,RON,FR,FR,EEA,Debit,VISA,card_present,POS,POS,5812,False,07,2026-05-18T10:00:00,2026-05-18T10:00:00,0,Ecom Non-Secure Credit,3DS authentication,0.0125,39.05,ENABLE_3DS,19.8502,LOW,0.67,19.8502,1
T-328,4353,EUR,FR,ES,EEA,Debit,MASTERCARD,card_present,POS,POS,5812,False,07,2026-05-20T10:00:00,2026-05-27T10:00:00,7,Standard Credit,3DS authentication,0.025,108.825,ENABLE_3DS,23.6626,HIGH,0.62,23.6626,1
T-329,1493,RON,ES,IT,EEA,Credit,MASTERCARD,card_not_present,eCommerce,eCommerce,5411,True,05,2026-05-10T10:00:00,2026-05-11T10:00:00,1,Standard Credit,MCC classification,0.002,2.986,FIX_MCC,2.0224,HIGH,0.44,2.0224,1
T-330,1668,RON,FR,FR,EEA,Credit,VISA,card_present,POS,POS,5732,True,05,2026-05-09T10:00:00,2026-05-16T10:00:00,7,Ecom Secure Preferred Credit,MCC classification,0.002,3.336,FIX_MCC,3.2081,MEDIUM,0.9,3.2081,1
T-331,3944,EUR,IT,RO,EEA,Prepaid,VISA,card_not_present,eCommerce,eCommerce,5732,False,07,2026-05-21T10:00:00,2026-05-22T10:00:00,1,Standard Credit,clearing time,0.015,59.16,OPTIMIZE_CLEARING,9.7265,HIGH,0.52,9.7265,1
T-332,2916,EUR,ES,DE,EEA,Debit,VISA,card_not_present,eCommerce,eCommerce,5411,False,07,2026-05-09T10:00:00,2026-05-16T10:00:00,7,Standard Credit,3DS authentication,0.002,5.832,ENABLE_3DS,16.6088,MEDIUM,0.76,16.6088,1
T-333,2244,EUR,DE,RO,EEA,Credit,VISA,card_not_present,eCommerce,eCommerce,5732,True,05,2026-05-16T10:00:00,2026-05-17T10:00:00,1,Ecom Secure Preferred Credit,clearing time,0.0125,28.05,OPTIMIZE_CLEARING,7.5302,HIGH,0.32,7.5302,1
T-334,3973,RON,RO,ES,EU,Debit,VISA,card_not_present,eCommerce,eCommerce,5411,False,07,2026-05-07T10:00:00,2026-05-09T10:00:00,2,Ecom Secure Preferred Credit,MCC classification,0.015,59.595,FIX_MCC,12.703,HIGH,0.86,12.703,1
T-335,968,EUR,IT,RO,EU,Prepaid,VISA,card_present,POS,POS,5812,False,07,2026-05-02T10:00:00,2026-05-07T10:00:00,5,Ecom Secure Preferred Credit,3DS authentication,0.0185,17.908,ENABLE_3DS,8.0919,HIGH,0.88,8.0919,1
T-336,2648,EUR,RO,FR,EU,Debit,MASTERCARD,card_not_present,eCommerce,eCommerce,5732,False,07,2026-05-10T10:00:00,2026-05-12T10:00:00,2,Ecom Non-Secure Credit,3DS authentication,0.0185,48.988,ENABLE_3DS,14.8175,HIGH,0.66,14.8175,1
T-337,858,EUR,ES,DE,EU,Credit,MASTERCARD,card_not_present,MOTO,MOTO,5812,False,07,2026-05-12T10:00:00,2026-05-16T10:00:00,4,Ecom Secure Preferred Credit,3DS authentication,0.0125,10.725,ENABLE_3DS,4.5948,HIGH,0.59,4.5948,1
T-338,1085,EUR,IT,DE,EEA,Prepaid,MASTERCARD,card_present,POS,POS,5411,False,07,2026-05-02T10:00:00,2026-05-02T10:00:00,0,Ecom Non-Secure Credit,3DS authentication,0.015,16.275,ENABLE_3DS,4.6319,HIGH,0.79,4.6319,1
T-339,4390,EUR,RO,IT,EEA,Commercial,MASTERCARD,card_present,POS,POS,5732,False,07,2026-05-19T10:00:00,2026-05-20T10:00:00,1,Ecom Non-Secure Credit,3DS authentication,0.002,8.78,ENABLE_3DS,35.4021,LOW,0.86,35.4021,1
T-340,2133,EUR,RO,RO,EEA,Credit,MASTERCARD,card_present,POS,POS,5411,False,07,2026-05-06T10:00:00,2026-05-11T10:00:00,5,Ecom Secure Preferred Credit,clearing time,0.025,53.325,OPTIMIZE_CLEARING,6.3798,LOW,0.48,6.3798,1
T-341,2875,RON,FR,ES,EEA,Commercial,MASTERCARD,card_not_present,MOTO,MOTO,5732,False,07,2026-05-05T10:00:00,2026-05-09T10:00:00,4,Standard Credit,MCC classification,0.002,5.75,FIX_MCC,6.374,LOW,0.66,6.374,0
T-342,3971,RON,DE,RO,EEA,Credit,MASTERCARD,card_not_present,eCommerce,eCommerce,5411,False,07,2026-05-11T10:00:00,2026-05-12T10:00:00,1,Standard Credit,clearing time,0.025,99.275,OPTIMIZE_CLEARING,14.9822,LOW,0.83,14.9822,1
T-343,1463,EUR,RO,RO,EU,Debit,VISA,card_present,POS,POS,5732,False,07,2026-05-03T10:00:00,2026-05-07T10:00:00,4,Standard Credit,clearing time,0.002,2.926,OPTIMIZE_CLEARING,5.9347,LOW,0.59,5.9347,1
T-344,2407,EUR,IT,FR,EU,Credit,MASTERCARD,card_not_present,MOTO,MOTO,5732,False,07,2026-05-19T10:00:00,2026-05-22T10:00:00,3,Ecom Secure Preferred Credit,clearing time,0.003,7.221,OPTIMIZE_CLEARING,6.2991,LOW,0.54,6.2991,1
T-345,4516,EUR,RO,DE,EEA,Commercial,MASTERCARD,card_not_present,eCommerce,eCommerce,5812,False,07,2026-05-18T10:00:00,2026-05-25T10:00:00,7,Ecom Secure Preferred Credit,3DS authentication,0.0125,56.45,ENABLE_3DS,20.541,MEDIUM,0.55,20.541,1
T-346,4485,EUR,FR,IT,EU,Prepaid,VISA,card_not_present,MOTO,MOTO,5732,False,07,2026-05-06T10:00:00,2026-05-09T10:00:00,3,Ecom Non-Secure Credit,3DS authentication,0.003,13.455,ENABLE_3DS,22.161,LOW,0.72,22.161,1
T-347,1199,EUR,ES,DE,EEA,Commercial,MASTERCARD,card_present,POS,POS,5411,False,07,2026-05-14T10:00:00,2026-05-15T10:00:00,1,Ecom Secure Preferred Credit,MCC classification,0.002,2.398,FIX_MCC,1.6926,LOW,0.42,1.6926,1
T-348,4972,EUR,IT,ES,EEA,Credit,VISA,card_not_present,MOTO,MOTO,5812,False,07,2026-05-16T10:00:00,2026-05-23T10:00:00,7,Ecom Secure Preferred Credit,3DS authentication,0.025,124.3,ENABLE_3DS,25.7736,HIGH,0.54,25.7736,1
T-349,4773,RON,ES,ES,EU,Debit,MASTERCARD,card_not_present,MOTO,MOTO,5812,False,07,2026-05-03T10:00:00,2026-05-04T10:00:00,1,Standard Credit,clearing time,0.025,119.325,OPTIMIZE_CLEARING,20.0174,HIGH,0.92,20.0174,1
T-350,659,RON,IT,IT,EEA,Prepaid,MASTERCARD,card_not_present,MOTO,MOTO,5411,False,07,2026-05-18T10:00:00,2026-05-25T10:00:00,7,Ecom Secure Preferred Credit,MCC classification,0.0185,12.1915,FIX_MCC,1.2768,MEDIUM,0.41,1.2768,0
T-351,4915,EUR,ES,RO,EEA,Commercial,VISA,card_present,POS,POS,5732,True,05,2026-05-19T10:00:00,2026-05-21T10:00:00,2,Standard Credit,MCC classification,0.002,9.83,FIX_MCC,14.194,LOW,0.85,14.194,0
T-352,2296,RON,ES,DE,EEA,Prepaid,VISA,card_not_present,eCommerce,eCommerce,5411,True,05,2026-05-20T10:00:00,2026-05-22T10:00:00,2,Standard Credit,clearing time,0.0125,28.7,OPTIMIZE_CLEARING,10.5009,LOW,0.62,10.5009,0
T-353,4340,RON,IT,IT,EEA,Debit,MASTERCARD,card_present,POS,POS,5812,False,07,2026-05-03T10:00:00,2026-05-04T10:00:00,1,Standard Credit,3DS authentication,0.0185,80.29,ENABLE_3DS,37.6265,LOW,0.44,37.6265,1
T-354,2846,EUR,IT,IT,EEA,Commercial,VISA,card_not_present,MOTO,MOTO,5411,False,07,2026-05-09T10:00:00,2026-05-16T10:00:00,7,Standard Credit,3DS authentication,0.002,5.692,ENABLE_3DS,12.1314,HIGH,0.55,12.1314,1
T-355,2171,EUR,IT,FR,EU,Credit,MASTERCARD,card_not_present,MOTO,MOTO,5411,False,07,2026-05-14T10:00:00,2026-05-14T10:00:00,0,Standard Credit,3DS authentication,0.0125,27.1375,ENABLE_3DS,18.749,HIGH,0.86,18.749,1
T-356,2764,RON,ES,FR,EU,Prepaid,VISA,card_present,POS,POS,5812,True,05,2026-05-04T10:00:00,2026-05-06T10:00:00,2,Ecom Non-Secure Credit,clearing time,0.025,69.1,OPTIMIZE_CLEARING,10.372,LOW,0.31,10.372,1
T-357,820,RON,RO,ES,EU,Credit,VISA,card_not_present,eCommerce,eCommerce,5812,True,05,2026-05-15T10:00:00,2026-05-17T10:00:00,2,Standard Credit,MCC classification,0.003,2.46,FIX_MCC,2.6041,LOW,0.76,2.6041,1
T-358,1002,RON,RO,DE,EEA,Prepaid,MASTERCARD,card_not_present,MOTO,MOTO,5812,False,07,2026-05-05T10:00:00,2026-05-08T10:00:00,3,Ecom Non-Secure Credit,3DS authentication,0.025,25.05,ENABLE_3DS,7.8349,HIGH,0.59,7.8349,1
T-359,2284,EUR,IT,FR,EU,Prepaid,MASTERCARD,card_not_present,MOTO,MOTO,5732,True,05,2026-05-11T10:00:00,2026-05-13T10:00:00,2,Ecom Secure Preferred Credit,clearing time,0.003,6.852,OPTIMIZE_CLEARING,9.9176,LOW,0.62,9.9176,1
T-360,1663,RON,IT,FR,EU,Credit,VISA,card_present,POS,POS,5732,True,05,2026-05-06T10:00:00,2026-05-11T10:00:00,5,Standard Credit,MCC classification,0.015,24.945,FIX_MCC,2.204,HIGH,0.46,2.204,1
T-361,3672,RON,IT,FR,EU,Prepaid,MASTERCARD,card_present,POS,POS,5812,False,07,2026-05-05T10:00:00,2026-05-10T10:00:00,5,Ecom Non-Secure Credit,3DS authentication,0.025,91.8,ENABLE_3DS,14.7039,HIGH,0.76,14.7039,1
T-362,4039,RON,IT,IT,EU,Prepaid,MASTERCARD,card_present,POS,POS,5812,True,05,2026-05-13T10:00:00,2026-05-20T10:00:00,7,Ecom Secure Preferred Credit,clearing time,0.025,100.975,OPTIMIZE_CLEARING,17.5406,MEDIUM,0.34,17.5406,0
T-363,762,RON,ES,RO,EEA,Debit,MASTERCARD,card_not_present,MOTO,MOTO,5812,True,05,2026-05-11T10:00:00,2026-05-11T10:00:00,0,Ecom Secure Preferred Credit,clearing time,0.015,11.43,OPTIMIZE_CLEARING,3.2624,LOW,0.71,3.2624,1
T-364,2963,RON,ES,DE,EEA,Commercial,VISA,card_not_present,eCommerce,eCommerce,5812,True,05,2026-05-21T10:00:00,2026-05-24T10:00:00,3,Standard Credit,clearing time,0.025,74.075,OPTIMIZE_CLEARING,7.6101,MEDIUM,0.62,7.6101,0
T-365,3700,RON,IT,RO,EU,Commercial,VISA,card_not_present,eCommerce,eCommerce,5812,False,07,2026-05-11T10:00:00,2026-05-11T10:00:00,0,Standard Credit,3DS authentication,0.0125,46.25,ENABLE_3DS,29.3739,LOW,0.9,29.3739,1
T-366,322,RON,RO,DE,EU,Prepaid,VISA,card_not_present,eCommerce,eCommerce,5411,True,05,2026-05-16T10:00:00,2026-05-21T10:00:00,5,Standard Credit,MCC classification,0.002,0.644,FIX_MCC,0.7772,LOW,0.84,0.7772,0
T-367,543,RON,IT,FR,EEA,Prepaid,VISA,card_not_present,eCommerce,eCommerce,5812,False,07,2026-05-16T10:00:00,2026-05-20T10:00:00,4,Standard Credit,3DS authentication,0.0185,10.0455,ENABLE_3DS,2.7709,HIGH,0.39,2.7709,1
T-368,1766,RON,IT,DE,EEA,Debit,MASTERCARD,card_not_present,MOTO,MOTO,5732,False,07,2026-05-06T10:00:00,2026-05-08T10:00:00,2,Standard Credit,3DS authentication,0.002,3.532,ENABLE_3DS,8.1302,LOW,0.39,8.1302,1
T-369,3101,RON,ES,FR,EEA,Commercial,VISA,card_not_present,eCommerce,eCommerce,5732,False,07,2026-05-16T10:00:00,2026-05-16T10:00:00,0,Ecom Non-Secure Credit,3DS authentication,0.002,6.202,ENABLE_3DS,12.516,HIGH,0.48,12.516,1
T-370,3709,RON,FR,FR,EEA,Credit,VISA,card_not_present,eCommerce,eCommerce,5732,False,07,2026-05-06T10:00:00,2026-05-10T10:00:00,4,Ecom Non-Secure Credit,clearing time,0.025,92.725,OPTIMIZE_CLEARING,7.8366,HIGH,0.93,7.8366,0
T-371,2984,RON,RO,DE,EEA,Commercial,VISA,card_not_present,MOTO,MOTO,5732,True,05,2026-05-08T10:00:00,2026-05-11T10:00:00,3,Standard Credit,MCC classification,0.025,74.6,FIX_MCC,8.8863,LOW,0.34,8.8863,1
T-372,3003,RON,RO,ES,EU,Debit,VISA,card_not_present,eCommerce,eCommerce,5411,True,05,2026-05-14T10:00:00,2026-05-16T10:00:00,2,Standard Credit,clearing time,0.0125,37.5375,OPTIMIZE_CLEARING,11.5629,LOW,0.35,11.5629,1
T-373,1947,RON,FR,DE,EU,Debit,MASTERCARD,card_present,POS,POS,5732,True,05,2026-05-19T10:00:00,2026-05-23T10:00:00,4,Ecom Secure Preferred Credit,MCC classification,0.0125,24.3375,FIX_MCC,4.3948,LOW,0.35,4.3948,1
T-374,4813,EUR,FR,DE,EEA,Debit,MASTERCARD,card_not_present,eCommerce,eCommerce,5411,True,05,2026-05-14T10:00:00,2026-05-15T10:00:00,1,Ecom Non-Secure Credit,clearing time,0.003,14.439,OPTIMIZE_CLEARING,23.0238,MEDIUM,0.38,23.0238,1
T-375,4678,RON,FR,DE,EEA,Debit,VISA,card_present,POS,POS,5812,False,07,2026-05-05T10:00:00,2026-05-05T10:00:00,0,Standard Credit,3DS authentication,0.015,70.17,ENABLE_3DS,29.4382,LOW,0.36,29.4382,1
T-376,4294,RON,FR,IT,EU,Debit,VISA,card_not_present,eCommerce,eCommerce,5411,True,05,2026-05-19T10:00:00,2026-05-22T10:00:00,3,Ecom Non-Secure Credit,clearing time,0.015,64.41,OPTIMIZE_CLEARING,12.1843,LOW,0.94,12.1843,1
T-377,4150,RON,IT,IT,EU,Credit,VISA,card_present,POS,POS,5812,False,07,2026-05-17T10:00:00,2026-05-20T10:00:00,3,Standard Credit,3DS authentication,0.015,62.25,ENABLE_3DS,33.4016,MEDIUM,0.92,33.4016,1
T-378,1107,EUR,ES,ES,EU,Commercial,MASTERCARD,card_present,POS,POS,5732,True,05,2026-05-08T10:00:00,2026-05-13T10:00:00,5,Standard Credit,clearing time,0.002,2.214,OPTIMIZE_CLEARING,2.2669,MEDIUM,0.42,2.2669,1
T-379,3054,EUR,IT,FR,EU,Credit,MASTERCARD,card_present,POS,POS,5812,True,05,2026-05-21T10:00:00,2026-05-21T10:00:00,0,Ecom Non-Secure Credit,MCC classification,0.025,76.35,FIX_MCC,3.7017,HIGH,0.91,3.7017,1
T-380,3001,EUR,FR,DE,EU,Debit,VISA,card_not_present,eCommerce,eCommerce,5411,False,07,2026-05-13T10:00:00,2026-05-15T10:00:00,2,Ecom Non-Secure Credit,3DS authentication,0.015,45.015,ENABLE_3DS,21.2941,HIGH,0.37,21.2941,1
T-381,3939,EUR,ES,IT,EEA,Credit,VISA,card_not_present,MOTO,MOTO,5411,False,07,2026-05-07T10:00:00,2026-05-14T10:00:00,7,Ecom Secure Preferred Credit,MCC classification,0.025,98.475,FIX_MCC,12.9304,MEDIUM,0.62,12.9304,1
T-382,4334,EUR,ES,FR,EU,Debit,MASTERCARD,card_present,POS,POS,5732,False,07,2026-05-18T10:00:00,2026-05-23T10:00:00,5,Ecom Non-Secure Credit,3DS authentication,0.0185,80.179,ENABLE_3DS,36.8271,MEDIUM,0.88,36.8271,1
T-383,2382,EUR,DE,DE,EU,Prepaid,MASTERCARD,card_not_present,eCommerce,eCommerce,5812,False,07,2026-05-06T10:00:00,2026-05-08T10:00:00,2,Standard Credit,3DS authentication,0.002,4.764,ENABLE_3DS,17.8302,LOW,0.61,17.8302,1
T-384,3461,EUR,IT,ES,EEA,Prepaid,MASTERCARD,card_not_present,MOTO,MOTO,5812,True,05,2026-05-21T10:00:00,2026-05-21T10:00:00,0,Standard Credit,clearing time,0.0125,43.2625,OPTIMIZE_CLEARING,8.885,HIGH,0.64,8.885,0
T-385,4513,EUR,DE,IT,EEA,Prepaid,VISA,card_present,POS,POS,5732,True,05,2026-05-10T10:00:00,2026-05-14T10:00:00,4,Ecom Secure Preferred Credit,clearing time,0.003,13.539,OPTIMIZE_CLEARING,21.1878,MEDIUM,0.6,21.1878,1
T-386,1382,RON,RO,RO,EEA,Debit,MASTERCARD,card_not_present,eCommerce,eCommerce,5411,True,05,2026-05-18T10:00:00,2026-05-20T10:00:00,2,Ecom Secure Preferred Credit,MCC classification,0.003,4.146,FIX_MCC,5.4169,LOW,0.43,5.4169,0
T-387,304,RON,RO,IT,EEA,Debit,MASTERCARD,card_present,POS,POS,5411,False,07,2026-05-12T10:00:00,2026-05-13T10:00:00,1,Ecom Non-Secure Credit,MCC classification,0.0125,3.8,FIX_MCC,0.713,LOW,0.93,0.713,0
T-388,4494,EUR,FR,RO,EEA,Credit,VISA,card_present,POS,POS,5812,True,05,2026-05-21T10:00:00,2026-05-26T10:00:00,5,Standard Credit,MCC classification,0.0125,56.175,FIX_MCC,10.8833,LOW,0.5,10.8833,1
T-389,3310,EUR,DE,RO,EU,Commercial,VISA,card_not_present,eCommerce,eCommerce,5812,True,05,2026-05-15T10:00:00,2026-05-17T10:00:00,2,Ecom Secure Preferred Credit,MCC classification,0.002,6.62,FIX_MCC,6.5508,LOW,0.62,6.5508,0
T-390,4961,EUR,FR,RO,EEA,Prepaid,MASTERCARD,card_not_present,MOTO,MOTO,5411,False,07,2026-05-02T10:00:00,2026-05-07T10:00:00,5,Ecom Secure Preferred Credit,MCC classification,0.0125,62.0125,FIX_MCC,10.8779,HIGH,0.36,10.8779,1
T-391,3659,RON,ES,ES,EU,Debit,VISA,card_present,POS,POS,5411,False,07,2026-05-15T10:00:00,2026-05-17T10:00:00,2,Ecom Secure Preferred Credit,MCC classification,0.003,10.977,FIX_MCC,12.5029,HIGH,0.94,12.5029,1
T-392,561,RON,ES,IT,EU,Debit,VISA,card_present,POS,POS,5411,False,07,2026-05-03T10:00:00,2026-05-03T10:00:00,0,Ecom Secure Preferred Credit,MCC classification,0.015,8.415,FIX_MCC,1.6361,HIGH,0.62,1.6361,1
T-393,2493,RON,FR,FR,EEA,Credit,MASTERCARD,card_present,POS,POS,5411,True,05,2026-05-16T10:00:00,2026-05-20T10:00:00,4,Ecom Non-Secure Credit,MCC classification,0.025,62.325,FIX_MCC,5.9592,MEDIUM,0.89,5.9592,0
T-394,2024,EUR,ES,IT,EEA,Prepaid,MASTERCARD,card_not_present,eCommerce,eCommerce,5812,False,07,2026-05-09T10:00:00,2026-05-12T10:00:00,3,Ecom Non-Secure Credit,3DS authentication,0.002,4.048,ENABLE_3DS,14.1568,MEDIUM,0.63,14.1568,1
T-395,4732,EUR,DE,FR,EU,Credit,MASTERCARD,card_present,POS,POS,5411,False,07,2026-05-06T10:00:00,2026-05-10T10:00:00,4,Ecom Secure Preferred Credit,3DS authentication,0.002,9.464,ENABLE_3DS,22.3856,HIGH,0.89,22.3856,1
T-396,2936,RON,DE,RO,EU,Prepaid,MASTERCARD,card_present,POS,POS,5812,False,07,2026-05-10T10:00:00,2026-05-14T10:00:00,4,Ecom Secure Preferred Credit,3DS authentication,0.025,73.4,ENABLE_3DS,25.4891,MEDIUM,0.75,25.4891,1
